movieId,title,genres,IMDb Rating,Year
2140,Dark Crystal  The ,Adventure,7,2011
2141,American Tail  An ,Adventure,7,2018
2142,American Tail: Fievel Goes West  An ,Adventure,4,1987
2143,Legend ,Adventure,3,1989
2144,Sixteen Candles ,Comedy,5,2006
2145,Pretty in Pink ,Comedy,2,1998
2146,St. Elmo's Fire ,Drama,3,1980
2147,Clan of the Cave Bear  The ,Adventure,4,2010
2148,House ,Comedy,3,1996
2149,House II: The Second Story ,Comedy,8,2009
2150,Gods Must Be Crazy  The ,Adventure,2,2016
2151,Gods Must Be Crazy II  The ,Comedy,10,1990
2152,Air Bud: Golden Receiver ,Children,4,1983
2153,Avengers  The ,Action,8,2013
2154,How Stella Got Her Groove Back ,Drama,8,2013
2155,Slums of Beverly Hills  The ,Comedy,10,1998
2156,Best Man  The  ,Comedy,1,2005
2159,Henry: Portrait of a Serial Killer ,Crime,1,1995
2160,Rosemary's Baby ,Drama,2,2017
2161,NeverEnding Story  The ,Adventure,0,1983
2162,NeverEnding Story II: The Next Chapter  The ,Adventure,5,1999
2163,Attack of the Killer Tomatoes! ,Comedy,10,2003
2164,Surf Nazis Must Die ,Action,1,2020
2165,Your Friends and Neighbors ,Comedy,3,1987
2166,Return to Paradise ,Crime,1,1985
2167,Blade ,Action,7,2011
2169,Dead Man on Campus ,Comedy,10,2016
2170,Wrongfully Accused ,Action,8,2016
2171,Next Stop Wonderland ,Comedy,10,2010
2172,Strike!  ,Comedy,8,2011
2174,Beetlejuice ,Comedy,4,2003
2175,Déjà Vu ,Drama,7,1988
2176,Rope ,Crime,4,2008
2177,Family Plot ,Comedy,4,1986
2178,Frenzy ,Thriller,5,2017
2179,Topaz ,Thriller,7,1995
2180,Torn Curtain ,Thriller,5,2011
2181,Marnie ,Drama,7,1983
2182,Wrong Man  The ,Drama,6,2003
2183,Man Who Knew Too Much  The ,Adventure,1,1991
2184,Trouble with Harry  The ,Comedy,6,1982
2185,I Confess ,Thriller,0,1994
2186,Strangers on a Train ,Crime,1,1984
2187,Stage Fright ,Mystery,5,2006
2188,54,Drama,9,1988
2190,Why Do Fools Fall In Love? ,Drama,8,1985
2193,Willow ,Action,7,2019
2194,Untouchables  The ,Action,7,2014
2195,Dirty Work ,Comedy,4,2017
2196,Knock Off ,Action,9,1991
2201,Paradine Case  The ,Drama,4,2000
2202,Lifeboat ,Drama,9,2009
2203,Shadow of a Doubt ,Crime,5,1985
2204,Saboteur ,Mystery,9,1998
2205,Mr. & Mrs. Smith ,Comedy,4,2013
2206,Suspicion ,Film-Noir,1,1995
2207,Jamaica Inn ,Drama,0,1998
2208,Lady Vanishes  The ,Drama,4,1988
2210,Sabotage ,Thriller,0,1989
2211,Secret Agent ,Thriller,7,1981
2212,Man Who Knew Too Much  The ,Drama,4,2006
2226,Ring  The ,Drama,0,2005
2227,Lodger: A Story of the London Fog  The ,Crime,3,2015
2231,Rounders ,Drama,3,2001
2232,Cube ,Horror,1,1991
2236,Simon Birch ,Drama,10,2014
2239,Swept Away  ,Comedy,0,2017
2240,My Bodyguard ,Drama,10,2001
2241,Class ,Comedy,9,2014
2243,Broadcast News ,Comedy,10,2008
2244,Allnighter  The ,Comedy,0,1980
2245,Working Girl ,Comedy,4,2018
2247,Married to the Mob ,Comedy,0,1997
2248,Say Anything... ,Comedy,2,2016
2249,My Blue Heaven ,Comedy,9,2019
2252,Hero ,Comedy,1,2007
2253,Toys ,Comedy,5,1996
2255,Young Doctors in Love ,Comedy,8,2015
2256,Parasite ,Horror,5,2011
2257,No Small Affair ,Comedy,1,1994
2259,Blame It on Rio ,Comedy,3,1980
2260,Wisdom ,Crime,1,2008
2261,One Crazy Summer ,Comedy,4,1982
2262,About Last Night... ,Comedy,3,2019
2263,Seventh Sign  The ,Drama,1,2001
2264,We're No Angels ,Comedy,8,1999
2265,Nothing But Trouble ,Adventure,8,2009
2266,Butcher's Wife  The ,Comedy,1,2006
2267,Mortal Thoughts ,Mystery,8,1986
2268,Few Good Men  A ,Crime,0,1999
2269,Indecent Proposal ,Drama,6,1987
2271,Permanent Midnight ,Drama,10,2015
2272,One True Thing ,Drama,1,2020
2273,Rush Hour ,Action,4,1988
2275,Six-String Samurai ,Action,6,2004
2278,Ronin ,Action,6,2004
2279,Urban Legend ,Horror,9,1990
2280,Clay Pigeons ,Crime,5,1998
2281,Monument Ave. ,Action,9,1997
2282,Pecker ,Comedy,1,1985
2283,Sheltering Sky  The ,Drama,10,1989
2286,Fiendish Plot of Dr. Fu Manchu  The ,Comedy,3,2017
2287,Them! ,Horror,10,1990
2288,Thing  The ,Action,4,2005
2289,Player  The ,Comedy,1,2015
2290,Stardust Memories ,Comedy,0,2010
2291,Edward Scissorhands ,Drama,1,1992
2292,Overnight Delivery ,Comedy,10,1993
2294,Antz ,Adventure,2,2002
2295,Impostors  The ,Comedy,1,2019
2296,Night at the Roxbury  A ,Comedy,8,2004
2297,What Dreams May Come ,Adventure,8,2017
2298,Strangeland ,Thriller,3,1988
2300,Producers  The ,Comedy,3,1983
2301,History of the World: Part I ,Comedy,1,2015
2302,My Cousin Vinny ,Comedy,2,2014
2303,Nashville ,Drama,3,2002
2304,Love Is the Devil ,Drama,0,1997
2306,Holy Man ,Comedy,9,2009
2307,One Tough Cop ,Action,9,1983
2310,Mighty  The ,Drama,0,2003
2311,2010: The Year We Make Contact ,Sci-Fi,4,1991
2312,Children of a Lesser God ,Drama,3,1982
2313,Elephant Man  The ,Drama,4,2000
2314,Beloved ,Drama,1,2008
2315,Bride of Chucky  ,Comedy,6,1991
2316,Practical Magic ,Drama,2,2009
2318,Happiness ,Comedy,6,2003
2320,Apt Pupil ,Drama,4,2012
2321,Pleasantville ,Comedy,8,1999
2322,Soldier ,Action,0,1992
2323,Cruise  The ,Documentary,9,2008
2324,Life Is Beautiful  ,Comedy,6,2011
2325,Orgazmo ,Comedy,2,1998
2327,Tales from the Darkside: The Movie ,Fantasy,6,2008
2328,Vampires ,Horror,8,1993
2329,American History X ,Crime,4,2016
2330,Hands on a Hard Body ,Comedy,4,1991
2331,Living Out Loud ,Comedy,0,1999
2332,Belly ,Crime,5,2008
2333,Gods and Monsters ,Drama,8,1997
2334,Siege  The ,Action,6,1984
2335,Waterboy  The ,Comedy,9,1994
2336,Elizabeth ,Drama,6,2007
2337,Velvet Goldmine ,Drama,0,2012
2338,I Still Know What You Did Last Summer ,Horror,0,2012
2339,I'll Be Home For Christmas ,Comedy,7,1994
2340,Meet Joe Black ,Romance,2,2013
2342,Hard Core Logo ,Comedy,3,1995
2344,Runaway Train ,Action,2,2019
2346,Stepford Wives  The ,Mystery,1,1995
2347,Pope of Greenwich Village  The ,Drama,7,1990
2348,Sid and Nancy ,Drama,1,1985
2349,Mona Lisa ,Comedy,6,2000
2350,Heart Condition ,Comedy,9,2017
2351,Nights of Cabiria  ,Drama,3,2000
2352,Big Chill  The ,Comedy,3,1991
2353,Enemy of the State ,Action,8,1986
2354,Rugrats Movie  The ,Animation,0,1991
2355,Bug's Life  A ,Adventure,4,1993
2356,Celebrity ,Comedy,4,2004
2357,Central Station  ,Drama,8,1986
2358,Savior ,Drama,8,2014
2359,Waking Ned Devine  ,Comedy,3,2015
2360,Celebration  The  ,Drama,0,2015
2361,Pink Flamingos ,Comedy,0,2004
2362,Glen or Glenda ,Drama,4,1997
2363,Godzilla  ,Drama,8,2008
2364,Godzilla 1985: The Legend Is Reborn    ,Action,7,2020
2365,King Kong vs. Godzilla  ,Action,0,1996
2366,King Kong ,Action,2,2018
2367,King Kong ,Adventure,9,2007
2368,King Kong Lives ,Adventure,0,2008
2369,Desperately Seeking Susan ,Comedy,10,2002
2370,Emerald Forest  The ,Action,2,2002
2371,Fletch ,Comedy,2,2005
2372,Fletch Lives ,Comedy,2,1986
2373,Red Sonja ,Action,5,2008
2374,Gung Ho ,Comedy,0,1980
2375,Money Pit  The ,Comedy,3,2008
2376,View to a Kill  A ,Action,0,1988
2377,Lifeforce ,Horror,3,2014
2378,Police Academy ,Comedy,6,1997
2379,Police Academy 2: Their First Assignment ,Comedy,6,1992
2380,Police Academy 3: Back in Training ,Comedy,1,1997
2381,Police Academy 4: Citizens on Patrol ,Comedy,3,2014
2382,Police Academy 5: Assignment: Miami Beach ,Comedy,8,2011
2383,Police Academy 6: City Under Siege ,Comedy,3,2000
2384,Babe: Pig in the City ,Adventure,5,1991
2385,Home Fries ,Comedy,4,2018
2387,Very Bad Things ,Comedy,10,1984
2388,Steam: The Turkish Bath  ,Drama,1,2014
2389,Psycho ,Crime,7,1985
2390,Little Voice ,Comedy,2,1999
2391,Simple Plan  A ,Crime,8,2009
2392,Jack Frost ,Children,9,1996
2393,Star Trek: Insurrection ,Action,8,1982
2394,Prince of Egypt  The ,Animation,7,2004
2395,Rushmore ,Comedy,0,2019
2396,Shakespeare in Love ,Comedy,7,1985
2398,Miracle on 34th Street ,Comedy,3,1983
2399,Santa Claus: The Movie ,Adventure,5,1989
2400,Prancer ,Children,3,1986
2401,Pale Rider ,Western,5,1996
2402,Rambo: First Blood Part II ,Action,1,1994
2403,First Blood  ,Action,9,2013
2404,Rambo III ,Action,0,1985
2405,Jewel of the Nile  The ,Action,7,2002
2406,Romancing the Stone ,Action,2,1999
2407,Cocoon ,Comedy,8,2007
2408,Cocoon: The Return ,Comedy,10,1987
2409,Rocky II ,Action,6,2006
2410,Rocky III ,Action,3,2010
2411,Rocky IV ,Action,10,2010
2412,Rocky V ,Action,4,1988
2413,Clue ,Comedy,1,2011
2414,Young Sherlock Holmes ,Action,1,2008
2415,Violets Are Blue... ,Drama,10,1998
2416,Back to School ,Comedy,1,2011
2417,Heartburn ,Comedy,4,2007
2418,Nothing in Common ,Comedy,5,2005
2419,Extremities ,Drama,9,2016
2420,Karate Kid  The ,Drama,0,2014
2421,Karate Kid  Part II  The ,Action,0,2018
2422,Karate Kid  Part III  The ,Action,9,2009
2423,Christmas Vacation  ,Comedy,0,2011
2424,You've Got Mail ,Comedy,6,2017
2425,General  The ,Crime,10,2007
2427,Thin Red Line  The ,Action,9,2018
2428,Faculty  The ,Horror,7,1983
2429,Mighty Joe Young ,Action,9,2017
2430,Mighty Joe Young ,Adventure,6,2005
2431,Patch Adams ,Comedy,7,2008
2432,Stepmom ,Drama,2,2009
2433,Civil Action  A ,Drama,0,1983
2435,Hurlyburly ,Drama,8,2018
2436,Tea with Mussolini ,Comedy,7,1990
2439,Affliction ,Drama,2,1994
2442,Hilary and Jackie ,Drama,2,1983
2443,Playing by Heart ,Drama,6,2004
2445,At First Sight ,Drama,0,1980
2446,In Dreams ,Horror,3,1980
2447,Varsity Blues ,Comedy,1,1989
2448,Virus ,Horror,10,2020
2450,Howard the Duck ,Adventure,2,1982
2451,Gate  The ,Horror,5,1991
2453,Boy Who Could Fly  The ,Drama,8,1981
2454,Fly  The ,Horror,0,1981
2455,Fly  The ,Drama,6,1998
2456,Fly II  The ,Horror,4,1994
2457,Running Scared ,Action,2,1985
2458,Armed and Dangerous ,Comedy,10,1980
2459,Texas Chainsaw Massacre  The ,Horror,6,2004
2460,Texas Chainsaw Massacre 2  The ,Horror,6,2010
2462,Texas Chainsaw Massacre: The Next Generation  ,Horror,9,2020
2463,Ruthless People ,Comedy,2,1998
2465,Deadly Friend ,Horror,1,2013
2467,Name of the Rose  The  ,Crime,6,1984
2468,Jumpin' Jack Flash ,Action,5,1991
2469,Peggy Sue Got Married ,Comedy,2,1984
2470,Crocodile Dundee ,Adventure,1,1996
2471,Crocodile Dundee II ,Action,10,1980
2472,Tough Guys ,Comedy,6,2001
2473,Soul Man ,Comedy,1,1986
2474,Color of Money  The ,Drama,1,1988
2475,52 Pick-Up ,Action,1,2011
2476,Heartbreak Ridge ,Action,5,1994
2477,Firewalker ,Adventure,7,2018
2478,¡Three Amigos! ,Comedy,2,1984
2481,My Name Is Joe ,Drama,8,1983
2482,Still Crazy ,Comedy,4,2008
2483,Day of the Beast  The  ,Adventure,6,2014
2485,She's All That ,Comedy,8,1999
2488,Peeping Tom ,Drama,6,2006
2490,Payback ,Action,6,2006
2491,Simply Irresistible ,Comedy,0,2018
2492,20 Dates ,Comedy,7,1990
2493,Harmonists  The ,Drama,4,2005
2494,Last Days  The ,Documentary,4,1992
2495,Fantastic Planet  The  ,Animation,3,2015
2496,Blast from the Past ,Comedy,9,1995
2497,Message in a Bottle ,Romance,6,2013
2498,My Favorite Martian ,Comedy,10,2004
2500,Jawbreaker ,Comedy,4,2009
2501,October Sky ,Drama,0,1980
2502,Office Space ,Comedy,2,2010
2503,Apple  The  ,Drama,7,2000
2504,200 Cigarettes ,Comedy,6,1997
2505,8MM ,Drama,3,1991
2506,Other Sister  The ,Comedy,10,2003
2511,Long Goodbye  The ,Crime,7,1992
2512,Ballad of Narayama  The  ,Drama,0,2016
2513,Pet Sematary ,Horror,1,1989
2514,Pet Sematary II ,Comedy,0,2016
2515,Children of the Corn II: The Final Sacrifice ,Horror,7,1999
2516,Children of the Corn III ,Horror,6,2000
2517,Christine ,Horror,9,2008
2518,Night Shift ,Comedy,6,1987
2520,Airport ,Drama,9,2012
2521,Airport 1975 ,Action,7,1986
2522,Airport '77 ,Drama,6,1989
2523,Rollercoaster ,Drama,7,2010
2524,Towering Inferno  The ,Action,2,1983
2525,Alligator ,Action,4,1988
2526,Meteor ,Sci-Fi,7,2020
2527,Westworld ,Action,5,2008
2528,Logan's Run ,Action,7,2004
2529,Planet of the Apes ,Action,8,2014
2530,Beneath the Planet of the Apes ,Action,8,1989
2531,Battle for the Planet of the Apes ,Action,3,1996
2532,Conquest of the Planet of the Apes ,Action,7,1992
2533,Escape from the Planet of the Apes ,Action,9,1992
2534,Avalanche ,Action,6,2014
2535,Earthquake ,Action,8,2014
2537,Beyond the Poseidon Adventure ,Adventure,1,2001
2538,Dancemaker ,Documentary,4,2008
2539,Analyze This ,Comedy,7,1988
2540,Corruptor  The ,Action,0,1988
2541,Cruel Intentions ,Drama,2,2005
2542,Lock  Stock & Two Smoking Barrels ,Comedy,1,1987
2544,School of Flesh  The  ,Drama,0,1993
2546,Deep End of the Ocean  The ,Drama,3,1983
2548,Rage: Carrie 2  The ,Horror,10,2016
2549,Wing Commander ,Action,2,2014
2550,Haunting  The ,Horror,3,2015
2551,Dead Ringers ,Drama,4,2013
2552,My Boyfriend's Back ,Comedy,0,1986
2553,Village of the Damned ,Horror,9,2013
2554,Children of the Damned ,Horror,2,1983
2555,Baby Geniuses ,Comedy,2,2015
2557,I Stand Alone  ,Drama,8,2007
2558,Forces of Nature ,Comedy,9,2020
2559,King and I  The ,Animation,5,2006
2560,Ravenous ,Horror,3,2011
2561,True Crime ,Crime,10,1997
2563,Dangerous Beauty ,Drama,0,2012
2565,King and I  The ,Drama,0,2020
2566,Doug's 1st Movie ,Animation,9,1999
2567,EDtv ,Comedy,0,1995
2568,Mod Squad  The ,Action,4,2004
2570,Walk on the Moon  A ,Drama,1,2002
2571,Matrix  The ,Action,6,2002
2572,10 Things I Hate About You ,Comedy,7,1990
2573,Tango ,Drama,4,2006
2574,Out-of-Towners  The ,Comedy,8,1992
2575,Dreamlife of Angels  The  ,Drama,8,1984
2577,Metroland ,Comedy,1,2010
2579,Following ,Crime,8,2007
2580,Go ,Comedy,8,2017
2581,Never Been Kissed ,Comedy,0,2011
2582,Twin Dragons  ,Action,6,1999
2583,Cookie's Fortune ,Comedy,3,1994
2585,Lovers of the Arctic Circle  The  ,Drama,7,2009
2586,Goodbye Lover ,Comedy,4,2018
2587,Life ,Comedy,0,2014
2589,Friends & Lovers ,Comedy,4,1980
2590,Hideous Kinky ,Drama,9,1982
2593,Monster  The  ,Comedy,4,1994
2594,Open Your Eyes  ,Drama,8,1990
2596,SLC Punk! ,Comedy,5,2003
2597,Lost & Found ,Comedy,0,2020
2598,Pushing Tin ,Comedy,3,2020
2599,Election ,Comedy,4,2009
2600,eXistenZ ,Action,3,2006
2605,Entrapment ,Crime,8,2020
2606,Idle Hands ,Comedy,2,1995
2607,Get Real ,Drama,1,1998
2609,King of Masks  The  ,Drama,10,2005
2611,Winslow Boy  The ,Drama,0,1982
2612,Mildred Pierce ,Drama,2,2018
2613,Night of the Comet ,Comedy,9,2010
2614,Chopping Mall  ,Action,0,2003
2615,My Science Project ,Adventure,8,2003
2616,Dick Tracy ,Action,7,1990
2617,Mummy  The ,Action,8,1986
2618,Castle  The ,Comedy,10,2015
2620,This Is My Father ,Drama,5,1985
2622,William Shakespeare's A Midsummer Night's Dream ,Comedy,0,2014
2623,Trippin' ,Comedy,0,2003
2624,After Life  ,Drama,2,1987
2625,Black Mask  ,Action,5,1993
2628,Star Wars: Episode I - The Phantom Menace ,Action,3,1994
2629,Love Letter  The ,Comedy,4,1993
2630,Besieged  ,Drama,10,1986
2632,Saragossa Manuscript  The  ,Adventure,8,1998
2633,Mummy  The ,Horror,6,2002
2634,Mummy  The ,Horror,2,2019
2639,Mommie Dearest ,Drama,3,2017
2640,Superman ,Action,6,2019
2641,Superman II ,Action,5,1994
2642,Superman III ,Action,6,1993
2643,Superman IV: The Quest for Peace ,Action,9,2000
2644,Dracula ,Horror,3,1994
2648,Frankenstein ,Drama,1,1988
2651,Frankenstein Meets the Wolf Man ,Horror,1,2011
2652,Curse of Frankenstein  The ,Horror,6,1999
2654,Wolf Man  The ,Drama,2,1986
2655,Howling II: Your Sister Is a Werewolf ,Horror,8,2002
2656,Tarantula ,Horror,8,2019
2657,Rocky Horror Picture Show  The ,Comedy,7,2012
2659,It Came from Hollywood ,Comedy,3,1984
2660,Thing from Another World  The ,Horror,2,2006
2661,It Came from Outer Space ,Sci-Fi,2,1994
2662,War of the Worlds  The ,Action,7,2002
2664,Invasion of the Body Snatchers ,Horror,9,2014
2665,Earth vs. the Flying Saucers ,Sci-Fi,4,2016
2668,Swamp Thing ,Horror,7,2000
2669,Pork Chop Hill ,War,4,1989
2670,Run Silent Run Deep ,War,6,2016
2671,Notting Hill ,Comedy,3,1983
2672,Thirteenth Floor  The ,Drama,5,1981
2674,Loss of Sexual Innocence  The ,Drama,7,1994
2676,Instinct ,Drama,7,2018
2677,Buena Vista Social Club ,Documentary,5,1998
2681,Free Enterprise ,Comedy,5,2002
2682,Limbo ,Drama,1,2015
2683,Austin Powers: The Spy Who Shagged Me ,Action,3,2006
2686,Red Violin  The  ,Drama,10,2000
2687,Tarzan ,Adventure,1,1995
2688,General's Daughter  The ,Crime,8,1997
2690,Ideal Husband  An ,Comedy,0,1988
2691,Legend of 1900  The   ,Drama,6,1996
2692,Run Lola Run  ,Action,1,1988
2693,Trekkies ,Documentary,8,2020
2694,Big Daddy ,Comedy,10,2011
2695,Boys  The ,Drama,3,1988
2696,Dinner Game  The  ,Comedy,8,2007
2697,My Son the Fanatic ,Comedy,1,2003
2698,Zone 39 ,Sci-Fi,2,1988
2699,Arachnophobia ,Comedy,8,1990
2700,South Park: Bigger  Longer and Uncut ,Animation,7,1983
2701,Wild Wild West ,Action,10,2002
2702,Summer of Sam ,Drama,8,1989
2706,American Pie ,Comedy,4,1988
2707,Arlington Road ,Thriller,4,1996
2708,Autumn Tale  An  ,Romance,8,1987
2709,Muppets From Space ,Children,6,1991
2710,Blair Witch Project  The ,Drama,0,1995
2712,Eyes Wide Shut ,Drama,8,1987
2713,Lake Placid ,Horror,5,1988
2716,Ghostbusters  ,Action,10,2012
2717,Ghostbusters II ,Comedy,8,2012
2718,Drop Dead Gorgeous ,Comedy,8,2000
2719,Haunting  The ,Horror,10,1983
2720,Inspector Gadget ,Action,6,1984
2722,Deep Blue Sea ,Action,6,2001
2723,Mystery Men ,Action,7,2004
2724,Runaway Bride ,Comedy,8,2012
2725,Twin Falls Idaho ,Drama,1,2011
2726,Killing  The ,Crime,6,1994
2727,Killer's Kiss ,Crime,3,1985
2728,Spartacus ,Action,5,1996
2729,Lolita ,Drama,10,2019
2730,Barry Lyndon ,Drama,2,2011
2731,400 Blows  The  ,Crime,7,1989
2732,Jules and Jim  ,Drama,3,1986
2733,Vibes ,Adventure,10,2002
2734,Mosquito Coast  The ,Adventure,4,2013
2735,Golden Child  The ,Action,0,2007
2736,Brighton Beach Memoirs ,Comedy,6,2005
2737,Assassination ,Action,1,2009
2738,Crimes of the Heart ,Comedy,7,2012
2739,Color Purple  The ,Drama,5,1996
2740,Kindred  The ,Horror,7,1986
2741,No Mercy ,Action,7,2010
2742,Ménage  ,Comedy,5,1996
2743,Native Son ,Drama,10,1981
2744,Otello ,Drama,0,1980
2745,Mission  The ,Drama,2,2016
2746,Little Shop of Horrors ,Comedy,3,1980
2747,Little Shop of Horrors  The ,Comedy,8,2020
2748,Allan Quatermain and the Lost City of Gold ,Action,5,2007
2749,Morning After  The ,Drama,9,1981
2750,Radio Days ,Comedy,1,1985
2751,From the Hip ,Comedy,3,1999
2752,Outrageous Fortune ,Comedy,10,2005
2754,Deadtime Stories ,Horror,2,1980
2757,Frances ,Drama,10,1986
2759,Dick ,Comedy,2,1998
2761,Iron Giant  The ,Adventure,8,1989
2762,Sixth Sense  The ,Drama,3,1996
2763,Thomas Crown Affair  The ,Action,2,1986
2764,Thomas Crown Affair  The ,Crime,6,1993
2765,Acid House  The ,Comedy,8,1989
2766,Adventures of Sebastian Cole  The ,Comedy,7,2000
2769,Yards  The ,Crime,2,1992
2770,Bowfinger ,Comedy,7,2004
2771,Brokedown Palace ,Drama,8,1994
2772,Detroit Rock City ,Comedy,10,2002
2774,Better Than Chocolate ,Comedy,8,2010
2775,Head On ,Drama,2,1982
2779,Heaven Can Wait ,Comedy,8,2009
2782,Pit and the Pendulum ,Horror,0,2014
2784,Masque of the Red Death  The ,Horror,1,1980
2786,Haunted Honeymoon ,Comedy,2,2013
2787,Cat's Eye ,Horror,4,1983
2788,Monty Python's And Now for Something Completely Different ,Comedy,5,2020
2789,Damien: Omen II ,Horror,6,2001
2790,Final Conflict  The  ,Horror,5,2000
2791,Airplane! ,Comedy,2,2007
2792,Airplane II: The Sequel ,Comedy,2,2004
2793,American Werewolf in Paris  An ,Comedy,10,2014
2794,European Vacation  ,Adventure,8,2001
2795,National Lampoon's Vacation ,Comedy,10,2016
2796,Funny Farm ,Comedy,7,2010
2797,Big ,Comedy,0,2013
2798,Problem Child ,Children,10,1995
2799,Problem Child 2 ,Comedy,8,1992
2800,Little Nemo: Adventures in Slumberland ,Adventure,5,1988
2801,Oscar and Lucinda  ,Drama,2,2016
2802,Tequila Sunrise ,Action,10,2013
2803,Pelican Brief  The ,Crime,9,2018
2804,Christmas Story  A ,Children,10,2002
2805,Mickey Blue Eyes ,Comedy,0,2004
2806,Teaching Mrs. Tingle ,Comedy,7,1980
2807,Universal Soldier: The Return ,Action,1,2014
2808,Universal Soldier ,Action,6,1996
2810,Perfect Blue ,Animation,1,1981
2812,In Too Deep ,Action,9,1991
2813,Source  The ,Documentary,6,1988
2815,Iron Eagle ,Action,8,1986
2816,Iron Eagle II ,Action,1,1996
2817,Aces: Iron Eagle III ,Action,8,2020
2818,Iron Eagle IV ,Action,2,1992
2819,Three Days of the Condor  ,Drama,10,1994
2820,Hamlet ,Drama,1,2013
2822,Medicine Man ,Adventure,8,1996
2824,On the Ropes ,Documentary,0,2014
2826,13th Warrior  The ,Action,6,2007
2827,Astronaut's Wife  The ,Horror,1,2005
2828,Dudley Do-Right ,Children,0,1986
2829,Muse  The ,Comedy,7,1992
2835,Chill Factor ,Action,6,1984
2836,Outside Providence ,Comedy,10,1990
2837,Bedrooms & Hallways ,Comedy,7,2012
2839,West Beirut  ,Drama,8,2001
2840,Stigmata ,Drama,7,1992
2841,Stir of Echoes ,Horror,8,1984
2843,Black Cat  White Cat  ,Comedy,2,2007
2844,Minus Man  The ,Drama,9,2018
2846,Adventures of Milo and Otis  The  ,Adventure,10,1997
2847,Only Angels Have Wings ,Adventure,1,1992
2848,Othello  ,Drama,7,2016
2851,Saturn 3 ,Adventure,3,2017
2852,Soldier's Story  A ,Drama,8,1990
2856,I Saw What You Did ,Thriller,7,1996
2857,Yellow Submarine ,Adventure,3,2018
2858,American Beauty ,Drama,6,1986
2859,Stop Making Sense ,Documentary,8,1986
2860,Blue Streak ,Comedy,5,1992
2861,For Love of the Game ,Comedy,3,1985
2862,Caligula ,Drama,3,2016
2863,Hard Day's Night  A ,Adventure,6,2001
2865,Sugar Town ,Comedy,0,2005
2866,Buddy Holly Story  The ,Drama,6,1993
2867,Fright Night ,Comedy,3,1990
2868,Fright Night Part II ,Horror,5,1985
2870,Barefoot in the Park ,Comedy,2,1981
2871,Deliverance ,Adventure,10,2011
2872,Excalibur ,Adventure,2,1984
2874,Pajama Game  The ,Comedy,0,2001
2875,Sommersby ,Drama,6,1986
2876,Thumbelina ,Animation,4,1997
2877,Tommy ,Musical,1,1981
2878,Hell Night ,Horror,5,1989
2879,Armour of God II: Operation Condor   ,Action,6,2005
2880,Armour of God  ,Action,4,2019
2881,Double Jeopardy ,Action,4,1990
2882,Jakob the Liar ,Drama,9,1992
2883,Mumford ,Comedy,2,2011
2884,Dog Park ,Comedy,1,2011
2885,Guinevere ,Drama,9,2011
2886,Adventures of Elmo in Grouchland  The ,Children,8,2015
2887,Simon Sez ,Action,1,2012
2888,Drive Me Crazy ,Comedy,6,1985
2889,Mystery  Alaska ,Comedy,10,2012
2890,Three Kings ,Action,6,2008
2891,Happy  Texas ,Comedy,6,1990
2892,New Rose Hotel ,Action,4,1990
2893,Plunkett & MaCleane ,Action,3,2004
2894,Romance ,Drama,0,2016
2896,Alvarez Kelly ,Western,5,1990
2897,And the Ship Sails On  ,Comedy,7,2019
2898,Dark Half  The ,Horror,10,1995
2899,Gulliver's Travels ,Adventure,5,1994
2900,Monkey Shines ,Horror,7,1990
2901,Phantasm ,Horror,5,1988
2902,Psycho II ,Horror,4,2020
2903,Psycho III ,Horror,5,1989
2905,Sanjuro  ,Action,0,2013
2906,Random Hearts ,Drama,4,1994
2907,Superstar ,Comedy,3,2001
2908,Boys Don't Cry ,Drama,7,2006
2912,Limey  The ,Crime,5,1989
2915,Risky Business ,Comedy,10,1988
2916,Total Recall ,Action,7,2005
2917,Body Heat ,Crime,8,2018
2918,Ferris Bueller's Day Off ,Comedy,1,1995
2919,Year of Living Dangerously  The ,Drama,3,2018
2921,High Plains Drifter ,Western,10,1995
2922,Hang 'Em High ,Crime,2,2012
2924,Drunken Master  ,Action,9,2006
2925,Conformist  The  ,Drama,7,1989
2926,Hairspray ,Comedy,6,1981
2927,Brief Encounter ,Drama,2,1987
2928,Razor's Edge  The ,Drama,8,1982
2929,Reds ,Drama,7,1995
2930,Return with Honor ,Documentary,2,2012
2931,Time of the Gypsies  ,Comedy,6,2014
2932,Days of Heaven ,Drama,4,2013
2935,Lady Eve  The ,Comedy,9,1988
2936,Sullivan's Travels ,Adventure,2,2020
2937,Palm Beach Story  The ,Comedy,2,2019
2939,Niagara ,Drama,0,1982
2940,Gilda ,Drama,9,2017
2941,South Pacific ,Musical,0,1999
2942,Flashdance ,Drama,2,1991
2943,Indochine ,Drama,4,1991
2944,Dirty Dozen  The ,Action,2,1992
2946,Help! ,Comedy,4,2011
2947,Goldfinger ,Action,5,2010
2948,From Russia with Love ,Action,5,1989
2949,Dr. No ,Action,3,1994
2950,Blue Lagoon  The ,Adventure,5,1981
2951,Fistful of Dollars  A  ,Action,5,1991
2952,Sydney  ,Crime,4,2001
2953,Home Alone 2: Lost in New York ,Children,4,1993
2956,Someone to Watch Over Me ,Action,5,1997
2959,Fight Club ,Action,4,2016
2961,Story of Us  The ,Comedy,0,1997
2962,Fever Pitch ,Comedy,1,1999
2964,Julien Donkey-Boy ,Drama,1,1994
2965,Omega Code  The ,Action,0,1988
2966,Straight Story  The ,Adventure,0,1981
2967,Bad Seed  The ,Drama,5,2008
